customer_id,recency_days,recency_score,purchase_count,frequency_score,total_revenue,monetary_score,rfm_total_score,customer_segment
CUST0002024,32,4,11,3,2301.86,1,8,Standard Loyal
CUST0002025,64,4,12,3,4920.07,2,9,Standard Loyal
CUST0002026,9,5,13,3,4165.8,1,9,Standard Loyal
CUST0002027,28,5,11,3,9581.1,3,11,Standard Loyal
CUST0002028,119,3,10,3,14117.29,4,10,High-Value Loyal
CUST0002029,88,4,12,3,10614.210000000001,4,11,High-Value Loyal
CUST0002030,0,5,15,4,5950.38,2,11,Loyal Frequent
CUST0002031,219,2,7,2,3422.0,1,5,At-Risk Standard
CUST0002032,3,5,18,5,5368.5599999999995,2,12,Loyal Frequent
CUST0002033,55,4,9,2,1848.42,1,7,Standard Loyal
CUST0002034,131,3,9,2,6393.82,2,7,Standard Loyal
CUST0002035,32,4,11,3,1882.71,1,8,Standard Loyal
CUST0002036,31,4,11,3,5058.19,2,9,Standard Loyal
CUST0002037,17,5,9,2,8053.91,3,10,Standard Loyal
CUST0002038,8,5,10,3,6713.82,2,10,Standard Loyal
CUST0002039,43,4,8,2,9937.67,3,9,Standard Loyal
CUST0002040,51,4,7,2,6491.6,2,8,Standard Loyal
CUST0002041,12,5,14,4,5152.5599999999995,2,11,Loyal Frequent
CUST0002042,12,5,7,2,5957.09,2,9,Standard Loyal
CUST0002043,76,4,9,2,2898.0600000000004,1,7,Standard Loyal
CUST0002044,60,4,13,3,10970.47,4,11,High-Value Loyal
CUST0002045,38,4,15,4,9415.78,3,11,Loyal Frequent
CUST0002046,4,5,17,4,12071.63,4,13,Champions
CUST0002047,5,5,15,4,9857.35,3,12,Loyal Frequent
CUST0002048,34,4,10,3,11166.28,4,11,High-Value Loyal
CUST0002049,31,4,9,2,2432.82,1,7,Standard Loyal
CUST0002050,11,5,14,4,7981.82,3,12,Loyal Frequent
CUST0002051,7,5,11,3,1475.47,1,9,Standard Loyal
CUST0002052,2,5,9,2,3451.05,1,8,Standard Loyal
CUST0002053,11,5,14,4,5665.889999999999,2,11,Loyal Frequent
CUST0002054,16,5,14,4,6748.87,2,11,Loyal Frequent
CUST0002055,20,5,11,3,9313.25,3,11,Standard Loyal
CUST0002056,91,3,12,3,3314.65,1,7,Standard Loyal
CUST0002057,30,5,14,4,3911.06,1,10,Loyal Frequent
CUST0002058,30,5,10,3,8361.65,3,11,Standard Loyal
CUST0002059,39,4,16,4,24168.64,5,13,Champions
CUST0002060,63,4,13,3,2384.4,1,8,Standard Loyal
CUST0002061,217,2,12,3,9230.45,3,8,At-Risk Standard
CUST0002062,56,4,14,4,9351.9,3,11,Loyal Frequent
CUST0002063,61,4,6,2,946.9,1,7,Standard Loyal
CUST0002064,24,5,19,5,10748.89,4,14,Champions
CUST0002065,14,5,15,4,5408.97,2,11,Loyal Frequent
CUST0002066,27,5,13,3,5145.41,2,10,Standard Loyal
CUST0002067,23,5,14,4,17742.18,5,14,Champions
CUST0002068,16,5,16,4,11062.32,4,13,Champions
CUST0002069,126,3,12,3,7762.67,3,9,Standard Loyal
CUST0002070,0,5,11,3,9684.119999999999,3,11,Standard Loyal
CUST0002071,45,4,12,3,9938.18,3,10,Standard Loyal
CUST0002072,110,3,7,2,3272.26,1,6,Standard Loyal
CUST0002073,62,4,6,2,2709.7,1,7,Standard Loyal
CUST0002074,1,5,9,2,1092.15,1,8,Standard Loyal
CUST0002075,25,5,16,4,15032.3,5,14,Champions
CUST0002076,363,2,3,2,1734.71,1,5,At-Risk Standard
CUST0002077,62,4,8,2,5263.5,2,8,Standard Loyal
CUST0002078,27,5,11,3,7517.92,3,11,Standard Loyal
CUST0002079,18,5,16,4,4378.55,1,10,Loyal Frequent
CUST0002080,35,4,16,4,9935.08,3,11,Loyal Frequent
CUST0002081,1,5,7,2,2838.04,1,8,Standard Loyal
CUST0002082,11,5,16,4,5508.35,2,11,Loyal Frequent
CUST0002083,55,4,17,4,12711.26,4,12,High-Value Loyal
CUST0002084,40,4,13,3,11536.93,4,11,High-Value Loyal
CUST0002085,2,5,10,3,12862.11,4,12,High-Value Loyal
CUST0002086,36,4,14,4,12145.66,4,12,High-Value Loyal
CUST0002087,81,4,5,2,1585.49,1,7,Standard Loyal
CUST0002088,21,5,13,3,2841.29,1,9,Standard Loyal
CUST0002089,81,4,10,3,8026.26,3,10,Standard Loyal
CUST0002090,80,4,11,3,6614.49,2,9,Standard Loyal
CUST0002091,15,5,13,3,11419.47,4,12,High-Value Loyal
CUST0002092,45,4,9,2,11570.41,4,10,High-Value Loyal
CUST0002093,55,4,10,3,11483.85,4,11,High-Value Loyal
CUST0002094,62,4,10,3,7847.1,3,10,Standard Loyal
CUST0002095,74,4,9,2,6675.450000000001,2,8,Standard Loyal
CUST0002096,49,4,13,3,3216.73,1,8,Standard Loyal
CUST0002097,29,5,12,3,3418.06,1,9,Standard Loyal
CUST0002098,78,4,14,4,11605.27,4,12,High-Value Loyal
CUST0002099,39,4,12,3,12568.04,4,11,High-Value Loyal
CUST0002100,19,5,13,3,9244.16,3,11,Standard Loyal
CUST0002101,185,2,14,4,6327.31,2,8,At-Risk Standard
CUST0002102,19,5,8,2,7006.41,2,9,Standard Loyal
CUST0002103,2,5,14,4,16237.24,5,14,Champions
CUST0002104,49,4,8,2,1979.52,1,7,Standard Loyal
CUST0002105,23,5,11,3,3540.4,1,9,Standard Loyal
CUST0002106,68,4,10,3,7038.22,2,9,Standard Loyal
CUST0002107,71,4,12,3,12879.74,4,11,High-Value Loyal
CUST0002108,11,5,11,3,6859.47,2,10,Standard Loyal
CUST0002109,39,4,9,2,14595.26,4,10,High-Value Loyal
CUST0002110,7,5,11,3,3760.27,1,9,Standard Loyal
CUST0002111,11,5,6,2,5745.75,2,9,Standard Loyal
CUST0002112,18,5,13,3,3639.97,1,9,Standard Loyal
CUST0002113,25,5,14,4,6207.84,2,11,Loyal Frequent
CUST0002114,22,5,9,2,2331.73,1,8,Standard Loyal
CUST0002115,54,4,10,3,3290.9100000000003,1,8,Standard Loyal
CUST0002116,50,4,8,2,5575.74,2,8,Standard Loyal
CUST0002117,154,3,8,2,1331.1,1,6,Standard Loyal
CUST0002118,7,5,9,2,5406.72,2,9,Standard Loyal
CUST0002119,25,5,17,4,17282.25,5,14,Champions
CUST0002120,5,5,20,5,9574.49,3,13,Champions
CUST0002121,38,4,12,3,12378.349999999999,4,11,High-Value Loyal
CUST0002122,24,5,17,4,17022.89,5,14,Champions
CUST0002123,85,4,10,3,2913.36,1,8,Standard Loyal
CUST0002124,144,3,11,3,2456.65,1,7,Standard Loyal
CUST0002125,32,4,10,3,6551.8,2,9,Standard Loyal
CUST0002126,123,3,11,3,3790.75,1,7,Standard Loyal
CUST0002127,11,5,9,2,4069.3700000000003,1,8,Standard Loyal
CUST0002128,45,4,17,4,26642.39,5,13,Champions
CUST0002129,26,5,10,3,1635.93,1,9,Standard Loyal
CUST0002130,49,4,11,3,16114.5,5,12,High-Value Loyal
CUST0002131,87,4,9,2,6947.49,2,8,Standard Loyal
CUST0002132,19,5,12,3,15792.1,5,13,High-Value Loyal
CUST0002133,109,3,8,2,8243.23,3,8,Standard Loyal
CUST0002134,30,5,12,3,2601.34,1,9,Standard Loyal
CUST0002135,51,4,15,4,4109.05,1,9,Loyal Frequent
CUST0002136,50,4,10,3,11998.2,4,11,High-Value Loyal
CUST0002137,24,5,13,3,12396.289999999999,4,12,High-Value Loyal
CUST0002138,5,5,10,3,5256.21,2,10,Standard Loyal
CUST0002139,66,4,11,3,12275.83,4,11,High-Value Loyal
CUST0002140,32,4,14,4,17335.68,5,13,Champions
CUST0002141,23,5,12,3,7463.59,3,11,Standard Loyal
CUST0002142,7,5,11,3,4017.3,1,9,Standard Loyal
CUST0002143,2,5,16,4,7796.0599999999995,3,12,Loyal Frequent
CUST0002144,29,5,9,2,5239.24,2,9,Standard Loyal
CUST0002145,16,5,7,2,1540.35,1,8,Standard Loyal
CUST0002146,3,5,7,2,2614.93,1,8,Standard Loyal
CUST0002147,4,5,9,2,1859.4099999999999,1,8,Standard Loyal
CUST0002148,42,4,13,3,4482.26,2,9,Standard Loyal
CUST0002149,74,4,5,2,8826.95,3,9,Standard Loyal
CUST0002150,27,5,8,2,3912.89,1,8,Standard Loyal
CUST0002151,1,5,17,4,10759.46,4,13,Champions
CUST0002152,11,5,16,4,8809.439999999999,3,12,Loyal Frequent
CUST0002153,3,5,11,3,8113.52,3,11,Standard Loyal
CUST0002154,75,4,16,4,18457.61,5,13,Champions
CUST0002155,22,5,11,3,3872.6499999999996,1,9,Standard Loyal
CUST0002156,24,5,13,3,13320.57,4,12,High-Value Loyal
CUST0002157,56,4,16,4,12838.43,4,12,High-Value Loyal
CUST0002158,5,5,14,4,15605.37,5,14,Champions
CUST0002159,44,4,12,3,5325.46,2,9,Standard Loyal
CUST0002160,30,5,11,3,12159.5,4,12,High-Value Loyal
CUST0002161,13,5,14,4,12415.789999999999,4,13,Champions
CUST0002162,45,4,13,3,6300.0,2,9,Standard Loyal
CUST0002163,82,4,13,3,8042.87,3,10,Standard Loyal
CUST0002164,96,3,9,2,5450.02,2,7,Standard Loyal
CUST0002165,5,5,12,3,11494.01,4,12,High-Value Loyal
CUST0002166,5,5,12,3,8250.6,3,11,Standard Loyal
CUST0002167,13,5,11,3,2311.71,1,9,Standard Loyal
CUST0002168,83,4,7,2,1238.08,1,7,Standard Loyal
CUST0002169,81,4,6,2,4496.610000000001,2,8,Standard Loyal
CUST0002170,91,3,14,4,11000.58,4,11,High-Value Loyal
CUST0002171,181,2,11,3,2485.52,1,6,At-Risk Standard
CUST0002172,26,5,18,5,6732.01,2,12,Loyal Frequent
CUST0002173,0,5,14,4,3148.2,1,10,Loyal Frequent
CUST0002174,80,4,12,3,11548.11,4,11,High-Value Loyal
CUST0002175,125,3,10,3,6684.44,2,8,Standard Loyal
CUST0002176,41,4,10,3,6690.719999999999,2,9,Standard Loyal
CUST0002177,80,4,13,3,15599.18,5,12,High-Value Loyal
CUST0002178,46,4,5,2,7537.530000000001,3,9,Standard Loyal
CUST0002179,19,5,13,3,4487.71,2,10,Standard Loyal
CUST0002180,27,5,16,4,9160.09,3,12,Loyal Frequent
CUST0002181,38,4,15,4,8840.08,3,11,Loyal Frequent
CUST0002182,41,4,13,3,5653.099999999999,2,9,Standard Loyal
CUST0002183,22,5,7,2,2987.8199999999997,1,8,Standard Loyal
CUST0002184,31,4,12,3,7279.9,3,10,Standard Loyal
CUST0002185,35,4,12,3,4403.53,2,9,Standard Loyal
CUST0002186,20,5,18,5,19531.420000000002,5,15,Champions
CUST0002187,5,5,11,3,15479.86,5,13,High-Value Loyal
CUST0002188,4,5,11,3,3636.01,1,9,Standard Loyal
CUST0002189,8,5,17,4,5202.96,2,11,Loyal Frequent
CUST0002190,86,4,12,3,7702.669999999999,3,10,Standard Loyal
CUST0002191,46,4,13,3,14113.48,4,11,High-Value Loyal
CUST0002192,0,5,15,4,19231.739999999998,5,14,Champions
CUST0002193,28,5,14,4,15069.33,5,14,Champions
CUST0002194,2,5,13,3,3266.6,1,9,Standard Loyal
CUST0002195,33,4,8,2,4500.25,2,8,Standard Loyal
CUST0002196,0,5,12,3,3829.23,1,9,Standard Loyal
CUST0002197,12,5,13,3,2512.2999999999997,1,9,Standard Loyal
CUST0002198,13,5,18,5,13428.94,4,14,Champions
CUST0002199,26,5,16,4,7406.36,3,12,Loyal Frequent
CUST0002200,143,3,10,3,8225.820000000002,3,9,Standard Loyal
CUST0002201,42,4,10,3,7305.03,3,10,Standard Loyal
CUST0002202,38,4,6,2,13936.31,4,10,High-Value Loyal
CUST0002203,292,2,7,2,3141.84,1,5,At-Risk Standard
CUST0002204,51,4,10,3,3768.51,1,8,Standard Loyal
CUST0002205,12,5,8,2,9752.66,3,10,Standard Loyal
CUST0002206,16,5,13,3,8503.62,3,11,Standard Loyal
CUST0002207,41,4,13,3,8096.820000000001,3,10,Standard Loyal
CUST0002208,39,4,13,3,4404.84,2,9,Standard Loyal
CUST0002209,24,5,5,2,3697.5699999999997,1,8,Standard Loyal
CUST0002210,8,5,14,4,6571.31,2,11,Loyal Frequent
CUST0002211,9,5,16,4,11125.369999999999,4,13,Champions
CUST0002212,231,2,11,3,2386.42,1,6,At-Risk Standard
CUST0002213,76,4,15,4,11941.83,4,12,High-Value Loyal
CUST0002214,55,4,11,3,8130.629999999999,3,10,Standard Loyal
CUST0002215,20,5,23,5,18168.280000000002,5,15,Champions
CUST0002216,44,4,15,4,5116.43,2,10,Loyal Frequent
CUST0002217,60,4,5,2,2370.77,1,7,Standard Loyal
CUST0002218,113,3,6,2,2669.15,1,6,Standard Loyal
CUST0002219,16,5,13,3,10173.56,3,11,Standard Loyal
CUST0002220,88,4,12,3,5784.5,2,9,Standard Loyal
CUST0002221,56,4,5,2,3397.14,1,7,Standard Loyal
CUST0002222,163,3,6,2,5077.780000000001,2,7,Standard Loyal
CUST0002223,143,3,10,3,3158.5,1,7,Standard Loyal
CUST0002224,47,4,21,5,8473.119999999999,3,12,Loyal Frequent
CUST0002225,131,3,9,2,3566.8599999999997,1,6,Standard Loyal
CUST0002226,0,5,16,4,10627.14,4,13,Champions
CUST0002227,23,5,11,3,3862.5,1,9,Standard Loyal
CUST0002228,5,5,12,3,9953.509999999998,3,11,Standard Loyal
CUST0002229,61,4,15,4,10432.65,3,11,Loyal Frequent
CUST0002230,1,5,17,4,18385.1,5,14,Champions
CUST0002231,32,4,17,4,12227.85,4,12,High-Value Loyal
CUST0002232,18,5,12,3,21373.4,5,13,High-Value Loyal
CUST0002233,29,5,9,2,5565.82,2,9,Standard Loyal
CUST0002234,82,4,11,3,2146.92,1,8,Standard Loyal
CUST0002235,9,5,12,3,13068.81,4,12,High-Value Loyal
CUST0002236,69,4,6,2,7705.530000000001,3,9,Standard Loyal
CUST0002237,7,5,15,4,16736.46,5,14,Champions
CUST0002238,6,5,9,2,4156.07,1,8,Standard Loyal
CUST0002239,54,4,14,4,5055.7,2,10,Loyal Frequent
CUST0002240,0,5,15,4,8879.44,3,12,Loyal Frequent
CUST0002241,17,5,15,4,11230.02,4,13,Champions
CUST0002242,40,4,11,3,14200.43,4,11,High-Value Loyal
CUST0002243,23,5,8,2,1958.62,1,8,Standard Loyal
CUST0002244,0,5,8,2,3523.94,1,8,Standard Loyal
CUST0002245,40,4,10,3,5695.5599999999995,2,9,Standard Loyal
CUST0002246,45,4,5,2,1155.08,1,7,Standard Loyal
CUST0002247,12,5,9,2,2902.75,1,8,Standard Loyal
CUST0002248,7,5,7,2,3388.85,1,8,Standard Loyal
CUST0002249,67,4,9,2,2333.3199999999997,1,7,Standard Loyal
CUST0002250,62,4,8,2,2207.25,1,7,Standard Loyal
CUST0002251,7,5,10,3,4381.5,1,9,Standard Loyal
CUST0002252,9,5,13,3,14791.52,4,12,High-Value Loyal
CUST0002253,14,5,16,4,6648.320000000001,2,11,Loyal Frequent
CUST0002254,65,4,8,2,2031.77,1,7,Standard Loyal
CUST0002255,13,5,6,2,3253.4300000000003,1,8,Standard Loyal
CUST0002256,32,4,11,3,5970.360000000001,2,9,Standard Loyal
CUST0002257,18,5,19,5,7180.42,3,13,Champions
CUST0002258,90,4,13,3,15484.630000000001,5,12,High-Value Loyal
CUST0002259,100,3,13,3,2530.64,1,7,Standard Loyal
CUST0002260,0,5,9,2,1477.1299999999999,1,8,Standard Loyal
CUST0002261,32,4,8,2,4012.8599999999997,1,7,Standard Loyal
CUST0002262,39,4,15,4,3947.05,1,9,Loyal Frequent
CUST0002263,3,5,12,3,9104.66,3,11,Standard Loyal
CUST0002264,10,5,19,5,13315.14,4,14,Champions
CUST0002265,5,5,15,4,7974.06,3,12,Loyal Frequent
CUST0002266,55,4,13,3,3856.6,1,8,Standard Loyal
CUST0002267,22,5,9,2,6411.86,2,9,Standard Loyal
CUST0002268,61,4,5,2,4094.19,1,7,Standard Loyal
CUST0002269,49,4,12,3,5550.1,2,9,Standard Loyal
CUST0002270,15,5,16,4,6905.679999999999,2,11,Loyal Frequent
CUST0002271,80,4,13,3,3314.25,1,8,Standard Loyal
CUST0002272,115,3,10,3,15028.46,5,11,High-Value Loyal
CUST0002273,3,5,13,3,21581.61,5,13,High-Value Loyal
CUST0002274,31,4,13,3,8460.07,3,10,Standard Loyal
CUST0002275,31,4,12,3,4134.69,1,8,Standard Loyal
CUST0002276,12,5,18,5,4345.74,1,11,Loyal Frequent
CUST0002277,3,5,8,2,7259.33,3,10,Standard Loyal
CUST0002278,7,5,16,4,8642.51,3,12,Loyal Frequent
CUST0002279,27,5,8,2,4990.01,2,9,Standard Loyal
CUST0002280,5,5,8,2,7312.99,3,10,Standard Loyal
CUST0002281,200,2,11,3,13083.33,4,9,At-Risk High-Value
CUST0002282,21,5,13,3,10729.86,4,12,High-Value Loyal
CUST0002283,18,5,9,2,16768.27,5,12,High-Value Loyal
CUST0002284,118,3,7,2,14873.8,4,9,High-Value Loyal
CUST0002285,40,4,8,2,4682.13,2,8,Standard Loyal
CUST0002286,42,4,5,2,477.69,1,7,Standard Loyal
CUST0002287,9,5,14,4,4576.57,2,11,Loyal Frequent
CUST0002288,34,4,10,3,6060.360000000001,2,9,Standard Loyal
CUST0002289,29,5,9,2,4337.6,1,8,Standard Loyal
CUST0002290,41,4,19,5,4336.98,1,10,Loyal Frequent
CUST0002291,0,5,13,3,5748.18,2,10,Standard Loyal
CUST0002292,27,5,9,2,4003.93,1,8,Standard Loyal
CUST0002293,19,5,18,5,15610.970000000001,5,15,Champions
CUST0002294,17,5,9,2,6227.87,2,9,Standard Loyal
CUST0002295,9,5,12,3,5154.51,2,10,Standard Loyal
CUST0002296,8,5,16,4,8326.039999999999,3,12,Loyal Frequent
CUST0002297,13,5,15,4,1685.44,1,10,Loyal Frequent
CUST0002298,8,5,14,4,4983.4800000000005,2,11,Loyal Frequent
CUST0002299,65,4,10,3,14159.92,4,11,High-Value Loyal
CUST0002300,0,5,10,3,2386.9,1,9,Standard Loyal
CUST0002301,15,5,9,2,3096.17,1,8,Standard Loyal
CUST0002302,3,5,13,3,10815.95,4,12,High-Value Loyal
CUST0002303,7,5,12,3,10436.67,3,11,Standard Loyal
CUST0002304,84,4,8,2,3131.23,1,7,Standard Loyal
CUST0002305,9,5,8,2,2017.0900000000001,1,8,Standard Loyal
CUST0002306,47,4,18,5,7805.32,3,12,Loyal Frequent
CUST0002307,71,4,10,3,6110.37,2,9,Standard Loyal
CUST0002308,5,5,17,4,15396.72,5,14,Champions
CUST0002309,8,5,13,3,6358.39,2,10,Standard Loyal
CUST0002310,66,4,9,2,11901.07,4,10,High-Value Loyal
CUST0002311,32,4,12,3,10704.2,4,11,High-Value Loyal
CUST0002312,21,5,13,3,9658.65,3,11,Standard Loyal
CUST0002313,3,5,6,2,1851.55,1,8,Standard Loyal
CUST0002314,15,5,11,3,2754.25,1,9,Standard Loyal
CUST0002315,56,4,14,4,11257.68,4,12,High-Value Loyal
CUST0002316,36,4,10,3,7443.62,3,10,Standard Loyal
CUST0002317,6,5,16,4,11875.35,4,13,Champions
CUST0002318,70,4,12,3,5187.14,2,9,Standard Loyal
CUST0002319,35,4,11,3,3976.42,1,8,Standard Loyal
CUST0002320,3,5,15,4,4704.1,2,11,Loyal Frequent
CUST0002321,43,4,12,3,13663.99,4,11,High-Value Loyal
CUST0002322,222,2,5,2,10728.599999999999,4,8,At-Risk High-Value
CUST0002323,30,5,12,3,9056.85,3,11,Standard Loyal
CUST0002324,17,5,19,5,16921.53,5,15,Champions
CUST0002325,17,5,12,3,3661.64,1,9,Standard Loyal
CUST0002326,15,5,14,4,6454.139999999999,2,11,Loyal Frequent
CUST0002327,32,4,8,2,3726.93,1,7,Standard Loyal
CUST0002328,40,4,9,2,4010.2,1,7,Standard Loyal
CUST0002329,39,4,12,3,10674.02,4,11,High-Value Loyal
CUST0002330,58,4,11,3,16296.85,5,12,High-Value Loyal
CUST0002331,6,5,15,4,5946.389999999999,2,11,Loyal Frequent
CUST0002332,61,4,17,4,12638.35,4,12,High-Value Loyal
CUST0002333,73,4,12,3,4243.32,1,8,Standard Loyal
CUST0002334,149,3,8,2,9421.94,3,8,Standard Loyal
CUST0002335,48,4,11,3,7143.29,2,9,Standard Loyal
CUST0002336,107,3,12,3,7581.990000000001,3,9,Standard Loyal
CUST0002337,46,4,10,3,2220.55,1,8,Standard Loyal
CUST0002338,15,5,13,3,12316.130000000001,4,12,High-Value Loyal
CUST0002339,34,4,13,3,9475.39,3,10,Standard Loyal
CUST0002340,131,3,15,4,2195.12,1,8,Loyal Frequent
CUST0002341,58,4,16,4,6559.04,2,10,Loyal Frequent
CUST0002342,10,5,17,4,17254.21,5,14,Champions
CUST0002343,63,4,8,2,2771.0099999999998,1,7,Standard Loyal
CUST0002344,37,4,11,3,3741.96,1,8,Standard Loyal
CUST0002345,22,5,12,3,8361.2,3,11,Standard Loyal
CUST0002346,43,4,23,5,19028.14,5,14,Champions
CUST0002347,93,3,14,4,5664.0199999999995,2,9,Loyal Frequent
CUST0002348,29,5,12,3,9354.83,3,11,Standard Loyal
CUST0002349,21,5,9,2,1040.48,1,8,Standard Loyal
CUST0002350,30,5,12,3,8514.7,3,11,Standard Loyal
CUST0002351,69,4,6,2,10164.289999999999,3,9,Standard Loyal
CUST0002352,12,5,14,4,6125.33,2,11,Loyal Frequent
CUST0002353,22,5,17,4,8228.68,3,12,Loyal Frequent
CUST0002354,77,4,9,2,4621.72,2,8,Standard Loyal
CUST0002355,7,5,8,2,5346.25,2,9,Standard Loyal
CUST0002356,15,5,14,4,11217.54,4,13,Champions
CUST0002357,25,5,14,4,8680.32,3,12,Loyal Frequent
CUST0002358,71,4,13,3,7608.84,3,10,Standard Loyal
CUST0002359,14,5,13,3,3449.9900000000002,1,9,Standard Loyal
CUST0002360,14,5,14,4,7372.47,3,12,Loyal Frequent
CUST0002361,137,3,14,4,8783.54,3,10,Loyal Frequent
CUST0002362,55,4,12,3,11391.43,4,11,High-Value Loyal
CUST0002363,85,4,12,3,5563.0,2,9,Standard Loyal
CUST0002364,40,4,12,3,6674.09,2,9,Standard Loyal
CUST0002365,5,5,17,4,9667.369999999999,3,12,Loyal Frequent
CUST0002366,5,5,12,3,7365.9,3,11,Standard Loyal
CUST0002367,146,3,7,2,5116.35,2,7,Standard Loyal
CUST0002368,20,5,9,2,4051.79,1,8,Standard Loyal
CUST0002369,104,3,12,3,3845.1200000000003,1,7,Standard Loyal
CUST0002370,9,5,17,4,11821.14,4,13,Champions
CUST0002371,84,4,8,2,3660.63,1,7,Standard Loyal
CUST0002372,54,4,12,3,14454.36,4,11,High-Value Loyal
CUST0002373,12,5,10,3,2656.23,1,9,Standard Loyal
CUST0002374,10,5,11,3,7758.71,3,11,Standard Loyal
CUST0002375,32,4,16,4,8322.31,3,11,Loyal Frequent
CUST0002376,34,4,10,3,15171.23,5,12,High-Value Loyal
CUST0002377,16,5,15,4,4262.47,1,10,Loyal Frequent
CUST0002378,21,5,17,4,12479.71,4,13,Champions
CUST0002379,26,5,10,3,11735.06,4,12,High-Value Loyal
CUST0002380,61,4,8,2,3101.6600000000003,1,7,Standard Loyal
CUST0002381,9,5,9,2,7986.0,3,10,Standard Loyal
CUST0002382,33,4,11,3,9668.4,3,10,Standard Loyal
CUST0002383,48,4,12,3,8840.21,3,10,Standard Loyal
CUST0002384,36,4,11,3,9516.17,3,10,Standard Loyal
CUST0002385,43,4,14,4,9176.93,3,11,Loyal Frequent
CUST0002386,96,3,4,2,10670.6,4,9,High-Value Loyal
CUST0002387,43,4,13,3,9451.28,3,10,Standard Loyal
CUST0002388,78,4,9,2,2229.1400000000003,1,7,Standard Loyal
CUST0002389,13,5,8,2,6123.7300000000005,2,9,Standard Loyal
CUST0002390,23,5,14,4,4434.25,2,11,Loyal Frequent
CUST0002391,15,5,15,4,8441.41,3,12,Loyal Frequent
CUST0002392,19,5,16,4,17768.46,5,14,Champions
CUST0002393,3,5,18,5,14626.68,4,14,Champions
CUST0002394,32,4,6,2,1481.1399999999999,1,7,Standard Loyal
CUST0002395,18,5,10,3,15412.89,5,13,High-Value Loyal
CUST0002396,134,3,8,2,2040.44,1,6,Standard Loyal
CUST0002397,25,5,15,4,8403.8,3,12,Loyal Frequent
CUST0002398,16,5,17,4,11872.369999999999,4,13,Champions
CUST0002399,52,4,12,3,8255.39,3,10,Standard Loyal
CUST0002400,97,3,4,2,5257.74,2,7,Standard Loyal
CUST0002401,143,3,10,3,7537.41,3,9,Standard Loyal
CUST0002402,24,5,10,3,6875.5,2,10,Standard Loyal
CUST0002403,29,5,9,2,3919.4700000000003,1,8,Standard Loyal
CUST0002404,55,4,13,3,7231.389999999999,3,10,Standard Loyal
CUST0002405,39,4,15,4,6977.31,2,10,Loyal Frequent
CUST0002406,40,4,16,4,10674.53,4,12,High-Value Loyal
CUST0002407,31,4,10,3,4212.110000000001,1,8,Standard Loyal
CUST0002408,9,5,14,4,12435.26,4,13,Champions
CUST0002409,13,5,10,3,3772.66,1,9,Standard Loyal
CUST0002410,73,4,10,3,9999.76,3,10,Standard Loyal
CUST0002411,5,5,17,4,7086.38,2,11,Loyal Frequent
CUST0002412,2,5,10,3,9546.46,3,11,Standard Loyal
CUST0002413,96,3,15,4,12423.960000000001,4,11,High-Value Loyal
CUST0002414,37,4,13,3,5505.35,2,9,Standard Loyal
CUST0002415,102,3,10,3,2786.46,1,7,Standard Loyal
CUST0002416,18,5,8,2,1297.62,1,8,Standard Loyal
CUST0002417,19,5,15,4,21226.72,5,14,Champions
CUST0002418,6,5,8,2,1084.62,1,8,Standard Loyal
CUST0002419,64,4,8,2,4968.94,2,8,Standard Loyal
CUST0002420,32,4,13,3,7909.91,3,10,Standard Loyal
CUST0002421,19,5,18,5,7625.16,3,13,Champions
CUST0002422,0,5,9,2,4006.5200000000004,1,8,Standard Loyal
CUST0002423,4,5,15,4,15177.49,5,14,Champions
CUST0002424,17,5,14,4,15023.599999999999,5,14,Champions
CUST0002425,47,4,9,2,2854.46,1,7,Standard Loyal
CUST0002426,54,4,7,2,2187.6600000000003,1,7,Standard Loyal
CUST0002427,76,4,16,4,17051.96,5,13,Champions
CUST0002428,12,5,12,3,3573.69,1,9,Standard Loyal
CUST0002429,97,3,11,3,9827.52,3,9,Standard Loyal
CUST0002430,19,5,15,4,5859.16,2,11,Loyal Frequent
CUST0002431,19,5,12,3,12704.73,4,12,High-Value Loyal
CUST0002432,74,4,8,2,3963.12,1,7,Standard Loyal
CUST0002433,26,5,7,2,5863.5,2,9,Standard Loyal
CUST0002434,31,4,11,3,4294.48,1,8,Standard Loyal
CUST0002435,28,5,8,2,2555.9700000000003,1,8,Standard Loyal
CUST0002436,38,4,7,2,5370.41,2,8,Standard Loyal
CUST0002437,38,4,11,3,11780.47,4,11,High-Value Loyal
CUST0002438,34,4,17,4,5098.36,2,10,Loyal Frequent
CUST0002439,63,4,10,3,4099.77,1,8,Standard Loyal
CUST0002440,12,5,10,3,7671.62,3,11,Standard Loyal
CUST0002441,85,4,11,3,4788.9400000000005,2,9,Standard Loyal
CUST0002442,164,3,16,4,7625.610000000001,3,10,Loyal Frequent
CUST0002443,1,5,8,2,1128.77,1,8,Standard Loyal
CUST0002444,58,4,9,2,7018.58,2,8,Standard Loyal
CUST0002445,9,5,14,4,3108.0699999999997,1,10,Loyal Frequent
CUST0002446,23,5,6,2,294.2,1,8,Standard Loyal
CUST0002447,101,3,7,2,11276.32,4,9,High-Value Loyal
CUST0002448,48,4,16,4,12199.970000000001,4,12,High-Value Loyal
CUST0002449,53,4,8,2,2163.5299999999997,1,7,Standard Loyal
CUST0002450,175,3,11,3,4755.8099999999995,2,8,Standard Loyal
CUST0002451,0,5,18,5,12602.460000000001,4,14,Champions
